id,ts,sensor,reading,quality,label
8677,1774652452,s25,-4.4056,ok,2
8678,1715169884,s35,-4.5726,ok,2
8679,1723023703,s38,2.2933,,1
8680,2026-01-16,s28,-3.5689,,2
8681,1776409670,s20,3.2352,ok,1
8682,2026-03-11,s25,-1.6127,ok,2
8683,1723223351,s4,2.1129,,1
8684,1729897286,s7,3.1174,BAD,0
8685,1731742798,s25,0.2946,good,0
8686,1772250295,s22,-2.8223,BAD,2
8687,1757986968,s30,6.5456,ok,1
8688,1715136541,s38,-3.4051,,2
8689,1788190571,s20,0.2656,ok,0
8690,1725846731,s25,,ok,1
8691,2026-01-17,s27,4.1056,ok,1
8692,1731442472,s23,-3.3265,BAD,2
8693,2026-07-19,s12,-4.2073,ok,2
8694,1712905193,s18,1.4972,good,0
8695,2026-03-19,s1,1.8759,OK,0
8696,2026-09-15,s18,3.7782,ok,0
8697,2026-09-12,s30,,good,1
8698,2026-07-13,s28,4.821,,1
8699,1784252653,s34,1.1436,BAD,1
8700,1742031112,s38,1.2523,OK,1
8701,2026-03-11,s28,4.2325,BAD,1
8702,2026-07-19,s1,4.6907,,0
8703,2026-06-17,s5,1.3844,ok,1
8704,1766779587,s40,0.5309,OK,0
8705,2026-05-19,s9,-2.3008,good,2
8706,2026-07-17,s34,-0.6468,good,2
8707,2026-07-11,s34,2.6644,,1
8708,2026-07-10,s40,-0.39,,0
8709,2026-04-15,s14,4.9473,,1
8710,1789635672,s28,-4.9926,ok,2
8711,1782580514,s13,-0.2629,,2
8712,1777736824,s15,4.2991,,1
8713,2026-07-18,s27,-6.2692,OK,2
8714,2026-04-12,s3,-1.4642,good,0
8715,2026-07-10,s29,-1.8818,OK,2
8716,2026-06-17,s13,0.613,OK,0
8717,1721129422,s16,5.9739,OK,1
8718,1783766373,s32,-0.3263,BAD,0
8719,2026-07-10,s10,5.5274,OK,1
8720,2026-07-12,s9,4.3353,good,1
8721,1769712314,s29,3.7289,OK,1
8722,1736595841,s40,-2.4179,BAD,0
8723,2026-08-13,s1,-0.0241,good,0
8724,2026-04-12,s6,6.4335,OK,1
8725,2026-09-17,s33,-6.1523,ok,2
8726,1775573253,s38,-1.7913,ok,2
8727,2026-03-13,s5,1.2885,OK,0
8728,2026-02-13,s16,-0.8188,ok,2
8729,2026-06-17,s9,-1.7241,ok,2
8730,2026-08-17,s29,-3.604,OK,2
8731,2026-08-19,s28,2.7706,BAD,1
8732,1777043726,s6,0.5134,,0
8733,1785633656,s20,4.3291,good,1
8734,2026-01-19,s11,6.1251,good,1
8735,1767841858,s4,-0.0427,OK,2
8736,1786041609,s7,-0.4437,,0
8737,1775715200,s4,1.7695,,0
8738,2026-04-17,s27,2.4626,good,1
8739,2026-08-16,s19,5.3882,good,1
8740,1777483824,s22,-3.3398,ok,2
8741,1752498760,s7,1.0519,good,0
8742,2026-07-12,s22,3.2603,,0
8743,2026-07-14,s33,2.2019,BAD,1
8744,1758678733,s24,-0.2419,,0
8745,1723911697,s28,0.4879,,0
8746,2026-07-17,s39,0.8049,ok,0
8747,1736980330,s39,-2.7021,good,2
8748,2026-06-10,s15,-2.4134,good,2
8749,2026-03-12,s20,-3.8811,BAD,2
8750,2026-02-18,s39,0.1106,,1
8751,1749955202,s33,3.4041,OK,1
8752,1756362573,s3,,BAD,1
8753,2026-07-11,s16,0.7402,BAD,0
8754,1734328336,s38,0.6986,OK,0
8755,1778444016,s1,4.6829,good,1
8756,1772112051,s27,5.0473,,1
8757,2026-08-17,s38,1.7351,ok,0
8758,2026-01-17,s31,6.1646,BAD,1
8759,1741603039,s9,2.948,ok,1
8760,1753402636,s18,1.9161,ok,0
8761,2026-08-13,s35,4.1577,BAD,1
8762,1750502462,s17,-2.1174,ok,2
8763,2026-05-14,s14,3.5902,good,0
8764,2026-06-10,s30,-1.0165,OK,0
8765,2026-03-12,s36,-2.9434,BAD,2
8766,1764075676,s26,-3.6016,,2
8767,2026-03-18,s10,,good,2
8768,2026-08-18,s33,-0.462,,2
8769,1754544041,s17,5.2243,good,1
8770,1711280873,s20,2.7455,good,0
8771,2026-02-13,s30,1.1461,ok,0
8772,2026-04-12,s8,6.4478,ok,1
8773,2026-01-13,s7,7.1728,BAD,1
8774,1775761181,s26,,good,2
8775,1722774809,s24,-3.342,OK,2
8776,1778835522,s18,-3.1147,,2
8777,2026-09-13,s22,-6.7531,,2
8778,1738155253,s1,4.747,,1
8779,2026-08-17,s7,0.0187,good,2
8780,2026-08-11,s26,6.352,BAD,1
8781,1720234286,s39,4.4247,good,1
8782,2026-04-12,s17,5.4978,,1
8783,1700468706,s7,-1.822,OK,2
8784,1744119765,s22,5.1994,OK,1
8785,1707273174,s16,3.2964,OK,1
8786,2026-07-15,s2,1.1749,BAD,0
8787,2026-09-15,s8,4.853,,1
8788,2026-08-19,s29,-1.3674,OK,2
8789,1774268571,s17,-1.2361,BAD,2
8790,1734991963,s36,,OK,1
8791,1719132344,s4,-3.3518,ok,2
8792,1715648846,s19,6.4716,BAD,1
8793,2026-04-10,s15,-3.0723,OK,2
8794,1741883679,s36,7.2238,BAD,1
8795,1724015171,s23,3.3585,good,1
8796,2026-08-16,s3,-0.094,OK,2
8797,2026-08-19,s33,2.1714,,0
8798,2026-09-17,s38,-5.3061,OK,2
8799,2026-03-12,s22,3.168,,0
8800,2026-03-10,s6,-3.0211,good,2
8801,1738383496,s26,-4.7008,good,2
8802,2026-06-16,s17,6.8738,BAD,1
8803,1700048186,s27,-4.5384,BAD,2
8804,2026-05-11,s1,9.224,ok,1
8805,2026-06-19,s27,-1.2275,BAD,0
8806,1712971346,s14,-2.0871,OK,2
8807,2026-02-19,s17,2.4056,,1
8808,1768352208,s40,3.7995,BAD,1
8809,1755076431,s37,-4.9983,good,2
8810,1733701343,s23,-2.2744,BAD,2
8811,1703238623,s17,3.9229,ok,0
8812,2026-06-19,s23,4.5822,ok,1
8813,2026-09-10,s30,6.2978,ok,1
8814,1720092987,s31,1.6317,good,1
8815,2026-01-13,s32,-1.753,ok,2
8816,1786595421,s14,-2.1288,BAD,2
8817,2026-03-13,s4,7.1681,,1
8818,1709347344,s5,2.3319,good,1
8819,1721703678,s5,-4.5989,,2
8820,1710665125,s10,0.7778,good,0
8821,2026-04-16,s32,7.4439,,1
8822,1718779610,s17,1.9962,,0
8823,2026-01-19,s34,0.9899,OK,0
8824,2026-05-11,s40,-5.5204,ok,2
8825,1729170495,s16,-5.1337,,0
8826,1706943548,s32,0.7685,OK,0
8827,2026-05-18,s29,4.2404,good,1
8828,2026-03-14,s29,4.2497,,1
8829,1779134506,s9,3.9748,OK,0
8830,1766664617,s32,-1.5166,,0
8831,1706372417,s23,0.2854,OK,2
8832,1743918776,s12,4.3501,ok,1
8833,1703968602,s37,4.7697,ok,1
8834,1762737570,s24,3.7949,OK,1
8835,2026-09-10,s37,4.1111,ok,1
8836,1737145069,s23,3.7707,OK,1
8837,2026-03-11,s13,-5.2437,,2
8838,1735884940,s17,5.4411,BAD,1
8839,2026-07-10,s16,1.0813,ok,0
8840,2026-03-17,s9,-2.1705,ok,2
8841,2026-07-19,s30,-3.5175,good,2
8842,1707769227,s3,-2.773,good,2
8843,2026-06-10,s8,-1.6263,OK,2
8844,1729235470,s16,0.6103,ok,1
8845,1789801821,s39,2.4385,OK,0
8846,1714536795,s24,-0.4651,,0
8847,1734307034,s39,0.7035,,2
8848,2026-09-16,s20,0.2886,ok,0
8849,2026-02-12,s30,-3.3553,,2
8850,1773714378,s40,-0.2652,ok,0
8851,1771009278,s34,-0.1104,OK,0
8852,1740763377,s19,2.1741,BAD,0
8853,1776838728,s26,0.8577,BAD,0
8854,2026-09-18,s17,7.5074,good,1
8855,1720410155,s13,-1.6113,OK,2
8856,2026-01-18,s27,-2.8368,BAD,2
8857,1715589856,s9,4.139,BAD,1
8858,1715180146,s40,1.6892,,0
8859,2026-01-15,s35,4.7544,OK,1
8860,2026-03-14,s18,5.4413,good,1
8861,1729114412,s38,4.1436,good,1
8862,1766108613,s28,3.8107,,1
8863,1707438960,s33,-3.1261,OK,2
8864,2026-03-16,s3,-4.6558,ok,2
8865,1748982618,s7,7.0092,,1
8866,1732375923,s1,-1.911,good,2
8867,1759308179,s9,-6.8735,OK,2
8868,2026-07-13,s7,2.9261,,0
8869,1762301032,s31,-2.9583,good,0
8870,2026-01-10,s39,-4.0505,OK,2
8871,1703001145,s12,-0.7541,good,2
8872,1711291970,s25,-1.2884,OK,2
8873,2026-01-14,s2,0.2449,good,0
8874,1727013098,s33,1.5287,OK,1
8875,2026-05-12,s38,-1.4588,,0
8876,1742909072,s38,-5.2822,good,2
8877,1780473551,s32,-2.6849,ok,2
8878,2026-03-14,s32,2.1637,ok,0
8879,1763256548,s2,-2.2846,BAD,2
8880,1712939845,s19,-3.1616,OK,2
8881,1701881435,s10,4.4761,,1
8882,1712228294,s26,5.7955,ok,1
8883,1784060168,s37,1.8221,good,0
8884,1776047474,s18,5.006,BAD,1
8885,2026-02-11,s26,6.9001,good,1
8886,2026-06-12,s2,1.071,ok,2
8887,1748697474,s7,2.6041,,1
8888,2026-04-15,s24,-2.0642,,2
8889,2026-02-16,s32,2.4118,good,0
8890,2026-08-11,s34,-1.965,BAD,0
8891,2026-09-11,s8,-1.9712,,2
8892,1747554288,s12,2.7988,good,0
8893,2026-09-10,s23,-1.4258,BAD,0
8894,2026-06-19,s7,-3.0067,OK,2
8895,2026-03-15,s14,-5.4156,BAD,2
8896,1702457492,s8,1.2444,,1
8897,1703471562,s35,-3.2324,BAD,2
8898,1744278193,s6,-0.265,BAD,0
8899,1700585247,s18,0.472,OK,0
8900,2026-08-10,s37,-2.6555,OK,2
8901,1751779331,s19,-4.2658,ok,2
8902,2026-05-10,s37,1.7561,,0
8903,1719257024,s1,,good,1
8904,1775707890,s15,1.5423,good,0
8905,1757193843,s37,5.211,BAD,1
8906,2026-07-11,s32,0.3458,good,0
8907,1728190562,s11,-5.5987,BAD,2
8908,1758657459,s24,-2.4903,good,2
8909,2026-05-14,s15,-2.7539,,2
8910,1716958275,s4,3.87,OK,1
8911,1777495244,s12,3.3991,,0
8912,2026-05-14,s5,-3.4391,OK,2
8913,1703974956,s26,1.0714,good,0
8914,1775071826,s28,-5.74,BAD,2
8915,1701701676,s34,3.1887,BAD,0
8916,2026-05-15,s4,-4.6527,,2
8917,2026-08-15,s39,1.5365,good,0
8918,1789585164,s32,4.8052,ok,1
8919,2026-05-12,s37,-3.6498,BAD,2
8920,1714658754,s19,3.6027,,0
8921,1785807751,s1,1.9236,,0
8922,1726849312,s5,-0.9164,BAD,2
8923,1749913216,s37,3.1766,good,1
8924,2026-01-10,s8,1.381,OK,1
8925,2026-04-14,s26,-3.0753,ok,2
8926,1776594603,s13,-3.5181,BAD,2
8927,2026-01-18,s12,3.7978,ok,1
8928,2026-03-13,s31,0.8407,good,0
8929,2026-03-17,s17,2.8715,,1
8930,2026-01-19,s26,3.4481,ok,1
8931,1736618731,s14,-2.5284,,0
8932,2026-06-19,s27,6.5956,BAD,1
8933,1724338716,s12,-2.0152,BAD,2
8934,1778675486,s40,1.2015,BAD,0
8935,1740992083,s30,0.2086,,0
8936,1751488265,s23,-3.0898,BAD,2
8937,2026-07-10,s27,-0.4772,,0
8938,2026-08-19,s18,0.9877,good,0
8939,1719481291,s24,4.8464,good,1
8940,2026-04-18,s24,-0.6685,good,0
8941,1776623752,s13,-2.0627,ok,2
8942,2026-08-16,s12,7.3406,OK,1
8943,2026-05-10,s25,1.1635,ok,0
8944,1722236455,s1,-1.2973,,0
8945,1760560233,s10,-4.8848,ok,2
8946,1727887101,s26,-2.3926,BAD,2
8947,1781510995,s23,-4.7914,BAD,2
8948,1764947183,s18,0.7105,OK,0
8949,1753323824,s34,4.0653,OK,1
8950,1777898738,s4,-6.9135,OK,2
8951,2026-09-12,s17,6.6592,good,1
8952,2026-05-17,s8,-4.7862,BAD,2
8953,1789027160,s31,0.4547,,0
8954,1730934345,s18,,OK,0
8955,1723448585,s16,-4.3983,ok,2
8956,2026-05-11,s7,-3.9745,,2
8957,2026-09-17,s35,4.1191,OK,1
8958,2026-07-11,s3,-1.0252,,0
8959,2026-08-14,s13,7.6241,BAD,1
8960,1727266287,s3,-0.7487,good,0
8961,2026-08-16,s7,6.2643,,1
8962,1768141569,s37,4.1598,ok,1
8963,2026-09-13,s7,0.7929,OK,1
8964,1718348929,s26,-1.5545,OK,2
8965,2026-03-15,s36,-0.6605,ok,2
8966,2026-03-13,s23,-5.4017,OK,2
8967,2026-01-10,s26,4.444,,1
8968,1768361663,s23,4.296,ok,1
8969,1759080402,s15,-2.198,BAD,2
8970,1717742560,s1,2.8982,ok,0
8971,1780105254,s34,-3.9807,BAD,2
8972,2026-09-19,s3,5.4152,ok,1
8973,1776253023,s26,4.8127,OK,1
8974,1770097054,s26,2.023,OK,1
8975,2026-07-17,s23,,good,2
8976,2026-02-12,s13,2.97,ok,0
8977,2026-01-15,s38,3.0652,,1
8978,2026-04-17,s15,2.0912,good,0
8979,2026-03-16,s37,-2.2454,OK,0
8980,2026-04-17,s38,4.4205,OK,1
8981,1707402049,s13,8.1774,good,1
8982,2026-04-16,s29,2.7235,OK,0
8983,2026-03-16,s28,-2.6832,OK,2
8984,1779976455,s2,2.4943,OK,1
8985,2026-09-14,s11,1.3566,,1
8986,2026-03-17,s6,3.8981,good,1
8987,1701558181,s14,-2.0616,good,2
8988,1713424566,s23,7.3017,good,1
8989,2026-04-19,s15,-2.6701,OK,2
8990,2026-04-15,s31,4.5965,BAD,1
8991,1712184833,s1,-4.1388,,2
8992,1731036785,s39,4.5051,ok,1
8993,2026-09-10,s33,1.1986,BAD,0
8994,1789579662,s33,6.5402,,1
8995,1784275809,s21,-2.3478,ok,2
8996,1707831829,s39,4.1069,BAD,1
8997,2026-07-15,s3,1.8578,,1
8998,2026-04-14,s9,3.6246,ok,1
8999,2026-08-13,s7,-2.8447,OK,2
9000,1716317222,s13,-0.8652,OK,0
9001,2026-03-10,s2,0.4857,BAD,0
9002,2026-07-19,s20,-4.5776,good,0
9003,2026-01-15,s4,6.2085,,1
9004,2026-01-13,s21,0.7516,BAD,0
9005,2026-02-15,s8,3.0703,BAD,0
9006,1736136549,s33,-1.9687,,0
9007,1715070301,s36,3.0236,ok,1
9008,1740678994,s8,-4.9863,,2
9009,2026-08-13,s29,,good,1
9010,2026-02-16,s20,-1.1157,ok,0
9011,2026-01-11,s16,-5.6859,ok,2
9012,2026-07-17,s40,-5.0395,good,2
9013,2026-05-19,s9,-2.5767,good,2
9014,1787704921,s40,,,2
9015,2026-02-16,s40,1.311,BAD,0
9016,2026-08-13,s3,-0.2247,,0
9017,1770216041,s16,5.7433,BAD,1
9018,2026-03-13,s8,-0.2058,ok,0
9019,2026-01-13,s18,-4.5022,OK,2
9020,2026-01-15,s11,1.2086,good,0
9021,2026-08-18,s29,0.3191,OK,2
9022,2026-04-17,s6,4.8048,BAD,1
9023,2026-03-10,s37,-4.2827,good,2
9024,1722309805,s8,-5.4439,good,2
9025,1741836615,s12,-2.2111,OK,2
9026,1733847674,s7,-1.3614,,0
9027,2026-09-19,s21,-2.0651,,2
9028,1750216872,s29,3.2505,ok,1
9029,2026-01-14,s1,-3.1099,good,2
9030,1759309084,s2,-3.363,ok,0
9031,1779941016,s7,-0.9412,ok,0
9032,2026-08-12,s21,3.3753,,0
9033,1766244050,s22,4.8841,OK,1
9034,2026-06-18,s16,-3.4843,good,2
9035,2026-04-19,s6,3.7951,,1
9036,1731674573,s9,2.4721,,0
9037,2026-05-18,s5,-4.1373,,2
9038,2026-07-11,s2,0.5381,OK,0
9039,1764842746,s1,0.3729,BAD,0
9040,1743840370,s28,3.8318,BAD,1
9041,2026-06-14,s14,-3.2134,ok,2
9042,2026-02-13,s10,-7.2639,good,2
9043,2026-07-10,s18,1.1677,OK,0
9044,2026-03-13,s8,-2.682,good,2
9045,1737170129,s26,-2.6274,OK,2
9046,1712286060,s27,3.5627,,1
9047,2026-06-14,s19,-1.0477,ok,0
9048,2026-08-16,s11,-7.7363,OK,2
9049,2026-07-12,s16,0.1039,OK,0
9050,1706768535,s31,3.3666,,0
9051,1734595842,s35,9.0492,OK,1
9052,1744208883,s40,,good,0
9053,1704190288,s15,1.6784,,0
9054,2026-08-17,s35,-0.7533,OK,0
9055,2026-01-11,s32,-0.7165,,0
9056,2026-08-13,s17,-1.6033,ok,2
9057,1744965008,s20,-1.0778,,2
9058,2026-08-16,s28,5.1163,OK,1
9059,2026-05-13,s20,2.719,ok,0
9060,1786113401,s18,-4.4468,OK,2
9061,1775940149,s37,-6.4437,OK,2
9062,2026-01-14,s8,0.3718,,0
9063,1782790621,s28,-0.1709,,2
9064,2026-06-17,s34,-1.9895,OK,2
9065,2026-01-11,s34,3.3352,BAD,1
9066,2026-06-12,s29,-5.3756,,2
9067,2026-04-18,s1,5.1189,OK,1
9068,1719478640,s22,6.4142,OK,1
9069,1764149304,s19,1.7338,ok,0
9070,2026-07-11,s6,0.8797,OK,0
9071,2026-06-14,s2,2.5571,OK,0
9072,1754134596,s4,-2.1114,OK,2
9073,1744813597,s32,-1.2279,OK,0
9074,1711844339,s9,4.4593,OK,1
9075,1705257038,s10,-1.1912,BAD,0
9076,2026-02-15,s7,-2.8605,ok,0
9077,1784076905,s38,-5.1783,BAD,2
9078,2026-09-12,s31,-2.1379,BAD,2
9079,1781653552,s38,-0.8403,good,0
9080,2026-09-16,s13,4.2254,ok,1
9081,1782319661,s36,,,1
9082,1724877711,s8,-6.3777,ok,2
9083,2026-09-12,s1,-2.3528,OK,2
9084,2026-02-19,s17,5.1968,BAD,1
9085,2026-05-18,s31,-3.2873,OK,2
9086,2026-06-17,s2,-0.5944,good,2
9087,1701433885,s16,,BAD,2
9088,2026-04-18,s3,-2.8686,ok,2
9089,2026-02-14,s29,4.2389,ok,1
9090,2026-06-19,s24,5.6187,BAD,1
9091,2026-09-16,s31,3.2727,OK,0
9092,2026-07-12,s32,2.0483,BAD,0
9093,2026-07-10,s37,3.9129,OK,1
9094,2026-09-17,s9,-3.0401,,2
9095,1737633271,s38,4.3858,OK,1
9096,1744879978,s25,-1.8753,good,0
9097,1781530796,s2,5.2515,good,1
9098,2026-07-13,s6,1.3994,good,0
9099,1748281268,s13,-3.6346,BAD,2
9100,2026-06-18,s20,3.3603,BAD,0
9101,2026-03-19,s31,2.9696,BAD,1
9102,2026-01-19,s33,-0.2772,good,1
9103,2026-01-11,s20,-1.3393,,2
9104,1714964537,s34,-3.9004,good,2
9105,2026-01-18,s33,,OK,1
9106,2026-03-15,s26,7.1342,,1
9107,1782440775,s31,1.83,,0
9108,2026-01-11,s19,3.9113,OK,1
9109,2026-06-17,s39,5.9042,BAD,1
9110,2026-06-10,s19,0.3944,good,0
9111,1764839509,s31,-0.2246,OK,2
9112,2026-05-10,s11,4.0712,,1
9113,2026-02-19,s30,2.7533,OK,0
9114,1705597129,s16,-1.7838,BAD,0
9115,1779762358,s16,4.3967,good,1
9116,1745840475,s31,2.4298,,0
9117,2026-06-15,s40,7.3825,good,1
9118,2026-05-14,s10,3.7637,good,1
9119,2026-01-15,s19,0.7544,BAD,0
9120,2026-06-18,s30,-3.0131,,2
9121,1781532278,s10,1.2902,ok,1
9122,2026-07-15,s6,3.6288,OK,1
9123,1732493632,s23,-4.9601,BAD,2
9124,1786982144,s24,5.4162,,1
9125,1732214586,s6,-5.2092,BAD,2
9126,2026-09-16,s20,3.527,good,1
9127,1782025437,s29,3.6464,,1
9128,2026-04-16,s22,-2.5103,OK,0
9129,2026-08-17,s18,-4.3266,OK,2
9130,2026-04-18,s23,-2.0838,,0
9131,2026-05-19,s7,1.5951,ok,1
9132,2026-03-10,s8,3.8377,OK,1
9133,2026-04-18,s37,-2.4649,,2
9134,1722735649,s10,-3.0447,good,0
9135,1738688051,s22,-4.5707,ok,2
9136,2026-02-10,s4,-2.632,BAD,2
9137,1721166569,s31,-0.7685,ok,0
9138,2026-09-15,s20,-1.8641,OK,2
9139,2026-07-19,s18,-6.6915,good,2
9140,2026-07-12,s28,0.4052,OK,0
9141,2026-06-11,s8,,OK,2
9142,1725950594,s35,-4.3366,,2
9143,1782937690,s27,1.1459,OK,0
9144,2026-05-11,s1,-0.2704,good,1
9145,1719127642,s2,4.8962,,0
9146,2026-05-18,s6,-0.2602,good,2
9147,2026-09-14,s25,2.9759,,0
9148,1769084425,s11,-0.1252,BAD,0
9149,2026-07-13,s26,6.6635,ok,1
9150,1784209059,s14,5.5379,OK,1
9151,2026-08-14,s8,-1.3369,good,2
9152,2026-02-16,s18,0.7275,OK,2
9153,1760383756,s24,1.8246,good,0
9154,1787101148,s35,4.1772,,1
9155,1711300421,s28,3.3936,OK,1
9156,1743172374,s28,-4.8528,good,2
9157,2026-06-18,s24,3.6594,good,1
9158,1754799006,s10,4.4765,good,0
9159,1729947013,s3,-2.7045,OK,2
9160,1721289019,s15,-3.7939,BAD,2
9161,1717210422,s11,5.1846,good,1
9162,2026-06-10,s7,4.177,ok,1
9163,1754528348,s14,-5.616,OK,2
9164,1767917564,s34,3.1019,OK,1
9165,2026-03-16,s19,6.2285,good,1
9166,2026-02-15,s40,3.27,good,0
9167,2026-07-18,s2,3.6247,good,1
9168,1731932393,s38,-3.4815,OK,2
9169,1755312091,s20,0.3335,good,0
9170,1705276723,s16,5.8171,,1
9171,1704070013,s22,1.9125,OK,1
9172,1757902940,s16,-2.1966,good,2
9173,1709801366,s10,5.4482,ok,1
9174,2026-03-18,s16,-0.3449,,0
9175,2026-06-11,s1,,good,2
9176,2026-08-18,s34,,,1
9177,2026-09-14,s29,-0.1093,BAD,2
9178,1753734003,s6,-0.9697,,1
9179,2026-09-11,s23,8.1858,OK,1
9180,2026-09-19,s32,-0.5188,ok,0
9181,2026-06-10,s18,0.5765,OK,0
9182,1709546948,s10,-6.9187,good,2
9183,2026-06-10,s3,3.6944,,1
9184,2026-07-10,s36,3.9506,ok,0
9185,1714937958,s40,0.1744,ok,0
9186,2026-01-14,s33,1.3895,,0
9187,2026-06-18,s7,-0.9457,OK,0
9188,1763658237,s27,-7.2442,BAD,2
9189,2026-01-19,s40,-0.7938,good,0
9190,2026-03-14,s15,-2.2908,,2
9191,1713842419,s21,4.8326,OK,1
9192,1785792977,s1,-4.4833,OK,2
9193,1758676933,s5,-2.9031,ok,2
9194,2026-06-18,s39,3.0103,good,0
9195,1716273524,s29,-1.5602,BAD,2
9196,1761602338,s40,-3.0569,BAD,2
9197,1707304601,s22,-1.8452,,2
9198,1733629459,s8,1.8748,,0
9199,1741358849,s37,5.3758,OK,1
9200,2026-02-17,s33,2.7988,BAD,0
9201,1764408638,s35,-3.004,BAD,2
9202,2026-03-14,s4,4.2808,good,0
9203,2026-09-18,s23,1.6341,good,0
9204,2026-01-11,s34,5.6896,good,1
9205,2026-04-16,s17,4.4395,BAD,1
9206,2026-02-12,s6,1.8194,OK,0
9207,2026-07-19,s32,-4.2899,good,2
9208,2026-07-16,s23,-0.1552,BAD,2
9209,1727208894,s35,1.5428,BAD,0
9210,2026-04-19,s16,6.5326,BAD,1
9211,2026-02-17,s2,-2.9368,BAD,2
9212,2026-07-10,s24,1.4917,ok,1
9213,2026-03-19,s11,-5.0249,BAD,2
9214,1713118455,s24,-0.2606,BAD,2
9215,1747066011,s36,-1.6146,ok,2
9216,2026-01-19,s4,0.852,OK,0
9217,1746677091,s31,-1.2582,,0
9218,1719474439,s12,4.4744,OK,1
9219,2026-06-18,s31,2.0038,BAD,0
9220,2026-03-18,s39,2.6897,OK,0
9221,2026-06-14,s31,-6.4343,,2
9222,2026-08-19,s5,-1.8563,,0
9223,2026-09-19,s32,2.2288,BAD,0
9224,2026-05-17,s8,1.8562,BAD,1
9225,2026-09-13,s8,0.3411,,1
9226,1730015454,s10,2.4709,,0
9227,2026-06-15,s12,-2.4598,good,2
9228,1720923806,s10,6.2202,good,1
9229,2026-07-19,s29,-2.2661,ok,2
9230,1749886261,s15,3.2773,,1
9231,1755566744,s1,-1.8102,OK,2
9232,1709006536,s25,3.9067,OK,1
9233,1744481981,s20,1.0759,BAD,0
9234,1731211491,s16,1.1658,,1
9235,2026-07-15,s32,0.5871,OK,0
9236,2026-01-14,s3,-3.0899,OK,2
9237,2026-01-19,s8,0.317,ok,0
9238,1765583089,s3,3.2886,BAD,1
9239,2026-08-12,s24,-2.4821,BAD,0
9240,1742370168,s28,-1.9591,OK,2
9241,1775040053,s16,8.5633,,1
9242,1760012084,s23,-0.7983,BAD,0
9243,1732720926,s31,5.7395,BAD,1
9244,1750092487,s35,5.2717,BAD,0
9245,1736801968,s36,3.0633,OK,1
9246,1721260825,s24,-1.7422,,2
9247,2026-06-12,s11,-3.735,ok,2
9248,2026-04-19,s19,-0.7258,,0
9249,1717862352,s23,0.5923,good,0
9250,2026-08-15,s7,-2.7655,OK,2
9251,2026-06-16,s39,2.4401,ok,1
9252,2026-07-17,s36,-2.1428,,2
9253,1725619209,s25,3.1556,ok,1
9254,2026-04-19,s19,-4.755,,2
9255,2026-03-13,s30,2.8545,ok,1
9256,1746016718,s9,4.1437,BAD,0
9257,1754181455,s26,3.282,OK,0
9258,1748887679,s11,5.1885,OK,1
9259,2026-01-14,s32,-0.6496,OK,2
9260,2026-08-16,s39,-1.172,BAD,2
9261,1759026793,s37,2.7366,ok,0
9262,1756529832,s4,4.3712,good,1
9263,1742979196,s32,4.2745,BAD,1
9264,1777543778,s3,4.4641,ok,1
9265,2026-01-13,s7,3.2329,,1
9266,1763094316,s9,-2.3674,OK,0
9267,1767389776,s36,-4.3062,,2
9268,1719364197,s39,5.1413,good,1
9269,2026-04-19,s3,-2.713,OK,2
9270,1742779651,s33,2.0554,,0
9271,2026-03-12,s34,5.1096,good,1
9272,1740891205,s36,0.3579,good,0
9273,2026-02-11,s25,0.1538,,2
9274,1725592132,s20,2.7722,good,1
9275,2026-03-13,s34,-0.636,,0
9276,1776764484,s34,-3.4193,ok,2
9277,2026-03-15,s7,-0.6458,good,0
9278,2026-05-16,s26,-3.7837,good,2
9279,2026-09-12,s1,-2.5936,ok,2
9280,2026-06-17,s25,-5.4532,ok,2
9281,2026-01-12,s18,6.8084,OK,1
9282,2026-08-13,s21,-0.3128,,0
9283,1779149186,s6,6.3525,,1
9284,1726257382,s5,4.7137,OK,1
9285,1739509108,s28,3.3466,ok,0
9286,1755605024,s25,2.1585,BAD,0
9287,2026-07-13,s15,-4.3359,ok,2
9288,2026-01-10,s11,2.9954,OK,1
9289,1777720308,s27,5.0222,,1
9290,1737246922,s25,-1.1859,ok,2
9291,1718273026,s17,,ok,1
9292,2026-03-18,s28,4.1386,BAD,1
9293,1723883607,s5,2.1587,good,0
9294,2026-01-10,s31,-6.3376,,2
9295,2026-06-16,s39,0.195,OK,0
9296,2026-04-19,s38,2.1937,,1
9297,1701375202,s15,2.1982,OK,0
9298,1780615055,s11,-1.081,OK,2
9299,2026-09-14,s31,6.2944,,1
9300,2026-04-18,s3,-2.7481,good,2
9301,1789672643,s29,4.4503,good,1
9302,2026-04-13,s36,1.4699,ok,0
9303,1770902187,s23,-1.9247,,0
9304,1745884302,s34,-4.4242,OK,2
9305,1738764289,s25,-1.1084,good,2
9306,1761461697,s4,1.4521,BAD,0
9307,1764839821,s8,1.782,,0
9308,1712846412,s6,2.403,OK,1
9309,2026-08-15,s28,3.7729,,1
9310,2026-05-13,s24,1.8391,ok,0
9311,1760491009,s17,0.045,,0
9312,2026-07-12,s28,-2.5174,,2
9313,1725709462,s3,2.3426,OK,0
9314,2026-09-13,s8,1.1674,ok,0
9315,1720059312,s4,1.5332,,0
9316,1755904541,s9,2.1477,BAD,1
9317,2026-08-12,s34,6.8163,ok,1
9318,2026-06-10,s5,-3.6278,good,2
